,ATMP_In_F,ATMP_In_P,ATMP_In_T,BFW_F,BFW_P,BFW_T,ECON_OUT_F,ECON_OUT_P,ECON_OUT_T,FG_2_AIRPH_Fm,FG_2_AIRPH_P,FG_2_AIRPH_T,FG_2_ECON_Fm,FG_2_ECON_P,FG_2_ECON_T,FG_2_FSH_Fm,FG_2_FSH_P,FG_2_FSH_T,FG_2_PrSH_Fm,FG_2_PrSH_P,FG_2_PrSH_T,FG_2_RH_Fm,FG_2_RH_P,FG_2_RH_T,FG_PrSH_2_Mix_Fm,FG_PrSH_2_Mix_P,FG_PrSH_2_Mix_T,FG_RH_2_Mix_Fm,FG_RH_2_Mix_P,FG_RH_2_Mix_T,FSH_In_F,FSH_In_P,FSH_In_T,MS_F,MS_P,MS_T,POWER_GROSS,PlatenSH_IN_F,PlatenSH_IN_P,PlatenSH_IN_T,PrSH_IN_F,PrSH_IN_P,PrSH_IN_T,RHT_COLD_F,RHT_COLD_P,RHT_COLD_T,RHT_HOT_F,RHT_HOT_P,RHT_HOT_T
67,27230.934952121035,25978173.151390586,723.3805581710171,25181.159315055655,26921745.148195386,468.27630247670726,28371.996647806132,26269590.50623114,525.0220387223304,567.9530978643087,99794.01940657239,495.7876445134529,566.7813665177887,99735.6858074995,693.2074665870372,565.419232156417,99906.27840227766,1484.9583653510217,153.50483335385127,101276.7715167333,1250.7632896753314,406.28672808498476,99826.09282984784,1253.4845054589882,149.55817710445015,101148.72018662564,678.834104488593,408.1551454833068,100445.67565951627,698.4526924571688,25421.16241955271,26129859.001406252,676.6300478812938,25769.820965983046,25980971.557350926,733.4811369172276,565017338.8399146,25911.589503981093,26126512.569112256,664.5564943291984,26598.97198550401,26269124.001496587,666.3939828364366,23410.408292482985,3676943.306057387,578.6925843391728,23771.500204542204,3157376.9904454285,867.5654851213263
68,27551.041938954535,25980233.618939806,730.6841813259224,24559.86978522188,26922227.427276395,456.1015675529488,25549.27490506116,26266455.95004827,528.0231543891894,569.0327919317089,99558.43738619974,495.050482268152,558.6920840886257,100425.836190912,688.643717014499,557.0186367680179,100173.74849710251,1489.466467567239,146.9558316184645,100151.07666065244,1254.2403885273154,410.08867451349846,100638.364527147,1248.6820773809886,138.40953593696685,100620.91781229271,687.0524853775137,410.73380659893496,100603.64586014113,695.7271356614543,25944.89881488274,26129262.814245414,672.1417047961763,26210.646370095565,25981885.76051243,735.5707236667763,564999017.7802464,26655.203050568773,26129010.295152612,666.309696699734,26053.308245833217,26266362.980225805,663.7919198520839,24234.443987598846,3676811.642983835,589.9816372717361,22805.423652992802,3155824.256523327,862.0917435265095
69,27244.74423669239,25979487.47495296,735.55321960812,25178.710141001604,26922399.34128625,465.0763794602305,25559.913425283892,26267190.809514638,535.8410184580557,552.7489391158487,100014.30602812575,484.7353404152725,556.4457890090315,99475.33493661278,700.6325453148389,556.5627191419525,100093.05472075428,1485.3743514953867,148.6240976134954,99398.67145735488,1252.6075306926414,398.0183499567766,100071.11986775119,1247.755647444116,141.2501168970352,100787.9276768408,682.3459547123093,404.6248792969233,99924.81289501267,696.0480503408786,23913.818361522655,26127712.160321366,687.7091348552457,26815.74035796645,25978178.39267368,729.8664209664455,564990572.907317,27596.735586928473,26129775.272254635,663.6929376433493,26414.238868711145,26272173.812927503,658.8940765536988,24097.60490565165,3677222.721207871,582.4504702770216,24385.852055464908,3156818.878244954,865.0579605061746
70,25189.83573851657,25984975.39532613,730.9886519612392,25858.90896464996,26922011.81134111,461.3613251521655,26275.043207781517,26272126.356866304,523.2607768971562,554.2085236409937,100908.43498473169,486.27302845550395,559.0849181278438,99968.64785011782,696.0063129102942,552.6660998694186,100341.41856599966,1482.7222479231282,150.20738450621525,100148.36054749244,1239.4611695277713,402.95660929097284,100960.50837042608,1245.1549317133909,157.13799223574847,100363.98734424282,688.5127692199089,411.56757486991535,99778.51584267571,699.4141448664618,24778.057692352704,26134309.566240966,682.9983032642278,26371.06935463413,25984963.888391644,736.237973271155,560000481.013471,27092.426160250438,26131735.524950054,664.1107587988353,25028.84964588269,26273523.11561704,662.0485444479627,20700.48183582451,3676701.611155125,576.5504636863903,22309.87778944894,3165221.6148177134,861.6519815180683
71,24670.232356984015,25986408.51877554,739.9559490961161,27026.3574758891,26922148.517718762,459.6158269129658,26154.760842538082,26272180.635138243,525.5496389291878,560.8999836371387,99247.41663466023,485.77042057158616,557.8730656071391,100611.31231222521,694.4145534857004,560.9750167951433,99525.62681869998,1477.5242550150247,142.7897650585699,99810.01818124398,1238.5604761738123,407.91531810478716,99362.97092835247,1244.5659334028703,151.41243001983483,100871.35713641149,690.2287475329622,411.6673336056372,99211.46302999677,694.1472642383754,26213.52879618181,26131783.23751864,694.1678727014606,26846.012658569427,25984213.86188634,730.4382621260507,559991649.2220721,26357.808265761745,26133288.272114243,661.409656414234,25664.397251085087,26271733.95274415,669.4590421409505,22875.802603168526,3677058.200494191,578.9101227056993,22467.78441426602,3163688.3158369577,860.6692412423592
72,27505.205364264722,25984669.029322863,741.2063012859513,24733.863752161793,26923011.304860543,460.0442972810123,24862.485818411005,26271451.766992684,523.9690413762781,567.6798302478857,100601.49952238704,503.147293474029,555.5833418617849,100558.65227757138,695.4869121242509,557.2221126781465,100684.12267910897,1484.6948525051935,150.23825319121372,100588.34303027584,1244.0630901750817,406.89843291242283,100014.00933430287,1246.2999162764643,144.08960418898494,100090.40291255957,691.8299393831262,400.5267614226801,99910.09188896784,704.0857972880988,26151.548507760526,26132081.5855127,685.7995702103034,27248.194095374016,25985557.862797312,727.8086331211689,559994913.9832599,26893.740168853714,26133384.236887164,667.3671562914598,23581.11988119774,26272272.09173351,655.9328497694034,22655.6435263939,3676252.062869861,577.4435880299102,22171.195483258518,3165180.774572742,863.1554338161152
73,23707.065688277406,25985351.69934251,732.1996254567741,25308.22054454125,26921352.711483765,468.90099666376204,26827.217737852337,26271861.824720398,519.5233005127864,544.8705169767074,99797.19494102034,480.4564847009283,561.7850418935386,99878.87469067865,692.1787457907288,557.7347559385566,99806.48425532506,1480.2902721216626,151.9978795428135,100882.38916607582,1243.8802830781071,405.9212267965675,100321.3878003213,1249.455883235052,147.9338600593043,99883.7072684586,681.0923507152866,402.660767029617,99053.98048186448,704.7045395374848,24333.89802071762,26132694.141253933,680.9795407793563,26533.569442910222,25986131.10928129,738.7708657628688,560005820.8882357,27132.2061332505,26133331.477637786,672.2261666269779,27338.06094774808,26271627.317453872,664.7241652744315,22569.979504672527,3675483.0336784665,585.730357438981,22132.36616590087,3164426.1083170506,860.320766167502
74,24830.089702784142,25985558.660006013,728.6079773627673,26138.940413987908,26923141.303435624,461.5357179463611,27423.83657023675,26271263.188730042,526.5546331858766,558.779050989375,98701.58750001004,477.5576139341402,549.9196386224743,99463.3465946792,688.2365866296161,554.336142842339,101274.81460836563,1476.9500620993495,148.8567968295036,100205.84124379711,1240.5348761837245,411.9334447893487,99918.85019719347,1250.5957578174878,150.00418978607263,100191.11928258296,683.371467968945,396.09104583082274,100037.29340189845,695.4018770465663,25114.83384547559,26131686.221141957,683.9079810633044,25000.117136867586,25986838.19092298,729.8126507164428,559968057.3982139,25829.203040790082,26132330.42336544,669.2943973078027,24403.52429878812,26272794.811826997,660.7003697043201,21441.64019321407,3678441.3741368754,578.0042046279566,23841.972578677105,3163384.5013237842,864.8817295457185
75,25291.640676185616,25984500.785851113,735.9005103363606,23957.300548284165,26923056.740985215,471.8599340122113,27089.64803635786,26274530.587111756,520.4975535023649,554.7892410664884,100133.49995307159,485.54540376786764,562.8660739652594,98650.51875687846,696.3829561975207,553.9735788188478,100488.13262601235,1482.101821366316,153.75768595170751,100824.57746728625,1235.1444347921538,400.28416163278166,100317.14133892705,1245.571169631594,140.1084346935034,99423.73766788439,687.1132474468293,403.2001526000437,100128.43407278738,700.8132407970141,25846.083163485095,26133271.90903433,689.0668739171077,25386.473137889836,25987314.758978397,725.2136996647083,559982793.5295044,25420.751527472483,26132297.203802172,672.3269833160743,27274.510287297242,26273585.645229243,663.9932656226933,22654.329131917813,3676415.241543253,570.8668984693144,23283.825924809043,3165944.103176852,866.1528196536844
76,25669.079804543944,25984552.471924648,729.2430907934737,25471.9656905601,26924249.06856257,461.1466893516945,24719.541140018133,26272010.76407709,518.0897746104939,552.3791729714582,99369.49014558562,479.78598816334215,552.4954471029947,99683.04575845614,700.7335213849367,558.7431099159194,100602.84528096247,1481.2748276065456,155.86648614400048,100637.65634546208,1231.4893697837945,405.1472437736369,100085.6461614985,1246.7940154589724,146.413847325301,99941.17268057704,677.703228388564,415.3714621064034,100861.79446544543,702.7956900600941,25781.63045661081,26135635.58145004,685.2150691601795,26245.093273859904,25986073.490722504,738.8485767770895,560000502.4309298,26237.302397083215,26132872.046189647,670.1517543508189,22917.173378976207,26272028.131647125,671.5459207491789,22394.749637890174,3676934.030570006,588.1834215538298,22233.413175336747,3164785.6896373974,866.921085417659
77,24496.031754359745,25986195.883239906,731.5664474035602,26400.81783826132,26921931.34681881,474.68468104627175,24498.854133533878,26272039.930545036,527.8644301993721,550.111406884843,99920.36592927348,489.8226450731018,550.1263487665555,100553.89700911439,701.099451604946,552.5631710179962,100945.6403400728,1489.4381332988023,145.91250751370654,99850.25448209811,1242.1626747837436,398.76520562229507,99692.1899992013,1238.9077739209672,145.00590361929662,101530.09998407195,684.7290364591782,404.53128466839837,99531.07717109733,702.1586228642223,24749.412384978696,26133462.23793723,684.1058260986932,25810.737383147614,25983354.366752155,731.77771035202,560003356.8522918,29052.60133968671,26134199.77851272,669.1466840746244,27100.0188810932,26272366.955500294,669.8215988549044,21720.452402017094,3675906.13881286,576.189127735075,23940.161236133234,3165799.8348392234,860.5908591416884
78,26669.88151710477,25986840.065542057,735.1024272097964,26174.9093969253,26923133.850502905,465.77744299890196,28518.78794703767,26271989.420067187,529.6554709961285,566.162007787658,100057.14556184947,490.6150771920655,553.6202631002316,100845.6000415488,700.0474223644253,550.5996188112365,99410.8648076303,1478.421451769109,157.91379886501224,99979.03097858898,1233.8030400673877,395.5120870261647,99778.33607965875,1241.3559453097228,149.72999549653642,99284.75109191902,685.1394250299804,406.35119711077994,100110.85227708162,703.1649114339659,24237.24782718801,26133326.946142968,682.6605880380969,26410.735516936613,25985365.261763506,734.6594423060732,559998722.4962673,25720.238167618154,26133484.29154486,668.5044491671915,27034.633512349566,26271479.102284934,655.3203346165454,23441.423444336393,3677423.121080569,581.1409980533834,22887.36934478088,3165537.937091435,858.2066395785472
79,26937.648319525553,25986622.185005553,738.0235941285202,23938.539945395798,26921804.58347297,475.10092680351283,26419.180150757045,26271583.60655641,526.9263935766833,558.2893604971275,99743.06383953086,493.58574675476905,559.4042989786174,101037.7944789852,703.633489945664,558.2289967676427,101007.59705011602,1487.6222517157237,151.78516102192106,100553.52701433402,1244.9414736630645,407.14813367874444,99608.48593026306,1243.7424298920919,144.76341534660347,99408.4542137875,680.9782255019124,409.4284648487132,99969.91265270203,706.7430259720766,28907.55449974381,26132768.102363497,686.0827775041856,27167.86334615889,25985602.14229786,735.7543034881853,560016027.0406258,24931.62724741705,26133380.203834366,669.2897458328741,25321.75819356711,26271694.72429338,666.7699408190113,22304.37855333743,3679009.100656718,568.4032036905171,21838.184303147136,3164736.746314109,856.3804341015907
80,25292.002891010452,25989970.865727723,731.0757740403928,25522.059290248384,26924500.065613847,460.81318123145155,22981.262537292736,26275845.784668438,525.9073527300172,550.0103044081379,100026.3562591707,484.1957701430217,540.0998812662824,99935.83917793565,690.763924065273,550.9986295265999,100075.84359099115,1478.6864696110108,146.19478720621044,99984.05868519294,1236.430481511853,404.3766215587258,100437.82494656279,1238.147219973839,155.14128927451426,100101.4950242529,678.4122083423432,402.1296381190471,100466.12084585578,707.1626826230622,26755.65011847378,26137705.352913704,681.6480653204043,25243.892221912974,25990519.031163443,734.9622382274641,554983395.7416545,26761.36401519933,26136840.319538955,662.7809057617983,24962.300509931945,26276264.152958043,659.5211273139699,23351.634581722345,3678123.6496054293,583.4503587852668,22627.626354698215,3174469.3011994245,855.2938511516293
81,25811.427464253422,25991354.12613392,731.560335588863,26047.192231839763,26920501.65486767,454.3029402138931,26468.170816325295,26276445.373194996,514.7260967490887,548.379845124378,100580.09030622158,499.19183339012653,553.4265355866522,100337.62351956376,691.4279290898075,558.4446703979407,100669.00562731741,1483.0471087251162,147.49787247229477,99688.3475588121,1240.7749170449504,391.152452031768,100197.2632010313,1242.9384205111114,148.57860026788853,99550.72767887425,677.7811579621629,399.63657446612336,99943.06313829203,699.911950593251,24788.048528226092,26135485.51876685,681.6441634418527,25718.223263100383,25992555.554059714,731.0382166912805,554997895.467508,23833.97915792848,26137606.040241905,667.4117284074088,25942.528788439016,26276367.15092147,673.7878942387467,22614.283510398483,3677909.180828325,583.5034524599001,21656.654195105864,3172924.053860849,864.070392244267
82,25947.70095898224,25990855.019650206,730.8014116270974,26316.92910588921,26920675.380472865,473.44950332115053,26416.50265240521,26275914.31958695,527.9765092727525,553.0022719833556,99990.78325612386,487.29541853140944,541.2346693663928,99735.6214430383,695.5794614695582,546.8256896941008,99891.24567884392,1480.9442355140038,150.16052472558454,100845.71420738572,1246.392469323825,405.68120931018603,101026.7437611512,1239.401313563352,148.18729258230206,100010.06783836556,686.6000770702806,399.9874934570852,99560.14389645722,697.4360319030419,27424.0361634548,26137572.049077958,686.2503266952258,25196.076345235404,25993364.23745658,724.0368137755672,554994975.310284,24468.394108452125,26137105.894470673,670.5787560541066,26204.46519764916,26274074.268519033,661.9370141007504,23155.074628079154,3676149.9968761737,579.4541110332865,21776.908375372615,3175742.936949799,863.5546051731989
83,24486.423576576413,25990509.71523123,725.9837183205135,26585.61228987675,26921837.042365454,472.6742679938103,25774.721743606086,26276825.99220865,529.7199930368768,553.4948609857324,99659.60585368234,491.295960378374,548.2990679495296,100571.45069499576,695.1406594236207,548.4690441313788,100627.82625072844,1470.6035717377642,154.33427277014385,99682.74825597128,1238.577073605274,402.7555007566392,100229.08228768702,1246.8949615381182,151.9844970996099,100125.73934508796,683.7738683317045,406.0091754253176,99709.56758582662,702.4842690707106,27008.13970087757,26137368.096515223,670.4583241617511,25129.07895229086,25990903.58562995,726.1528198628765,554999539.2636659,26951.994742205854,26138232.675526038,672.8207245877776,26952.075297652063,26274984.531299014,663.879223628863,21549.504976008124,3677608.6482765367,580.4617976164778,21534.91326531532,3173194.335981218,855.8914051228933
84,26428.145880736174,25991930.33167891,728.6073121025986,26916.178965495215,26922059.71728468,465.47504855767244,27032.486991731683,26274728.675264854,518.583826140815,554.0910274566975,100191.9651885843,489.4526918904355,554.9109908867613,100023.83663570153,689.5836930943457,554.7112641526786,100465.56545478149,1484.842147670036,139.40204000113863,100258.57380078676,1242.8108384127966,395.79649014907733,99842.27662671107,1249.388278471626,139.20290993003687,100230.9033642106,692.2791724329071,401.83613756636515,100707.13329324695,702.682331996585,26243.848457675595,26137992.254263505,689.6125547942596,26792.535039698494,25992750.32400738,740.1609301815461,555000197.5740448,23952.15357335942,26136889.883569248,674.4813054606791,26793.027245221747,26276167.211977746,653.2314893739523,22222.62232976927,3677191.184719878,574.592671850714,22726.842396342032,3175273.6524453755,864.4486032928605
85,26185.01261626546,25990348.91812344,735.937263802301,24950.82512779513,26920070.965073653,462.606669583405,26546.42704875592,26275285.429864146,522.3400061102972,553.8799250994424,99829.98731041566,481.9493014065492,555.8768457442991,99577.12243527849,700.0437174368502,555.1591044005285,100516.64051756839,1488.0415644718619,149.52911648011482,99703.37423905244,1228.0713379835656,411.74861264980393,99994.46247486213,1243.7000974031732,141.96509862746646,100529.89473755482,681.3125980007895,404.3971113235787,99857.67482204271,698.9680601830121,24418.50954183212,26137231.54940782,676.5887341185293,25502.967227840003,25991840.39628089,726.5261881849525,555002649.4194595,25829.839292830686,26136861.353001542,668.9376499987542,25309.50896173402,26276600.710177597,663.2205204219773,23300.7702512555,3675893.226621712,583.56039102156,23472.413097959587,3172458.134209688,854.4000590770356
86,24828.311210790853,25989615.161640983,731.5631459729343,27286.34584667783,26921355.806247808,465.2863114675192,24463.547539128394,26276360.902658585,534.3683166467871,559.9192388419175,100641.00645676455,490.44803077576955,559.8155623240742,100346.60451024787,694.13512458656,552.3568124668254,100538.7020552306,1476.265134835027,146.49647620470265,100009.72589777026,1246.0704372282974,401.69508220439786,100140.9579048559,1239.868579522778,147.62451650466957,100561.78883337177,685.5133922181877,402.5377109056244,100314.68649785887,707.7955003498653,25649.750704033282,26137515.62164819,678.9802283347361,24556.339019588573,25992307.575905282,733.3448300862718,555011956.5676748,26498.287724681868,26138411.302322987,671.3006280471403,24937.91636386546,26274336.190120656,657.0044027925709,22590.38416420468,3676693.777427887,588.9596074457237,23759.151830284398,3173588.9842236764,871.4191158196995
87,24526.902611567366,25990680.801423483,734.3424149001596,24518.50621747803,26922739.878749453,467.96142871537666,26743.822603123175,26274422.678434823,530.9407127971368,550.3783419340551,100684.86549396488,486.1375949067355,549.8147318100055,99753.9242799229,690.4388326027919,541.1941419273775,100476.94136409347,1474.5257209638667,150.40525231143332,100049.42208807427,1237.8062896126416,410.64723174865856,99591.79448354433,1244.7951416284095,154.5702961633043,100873.86785242005,683.4920917092438,403.12987092723756,100862.19792371754,702.0047892054489,25369.897085208286,26137535.60244308,687.7376164625961,25163.83834949271,25989494.344433703,729.7316109247685,555003230.3768843,25892.427727140326,26137081.374201413,664.1515992232314,25463.18386617531,26275646.291507028,654.7478093396332,21520.09359398077,3677431.7464837898,577.2468508311518,24601.482022875767,3173225.252427284,865.6689619294211
88,24189.46317783295,25989585.760571904,739.3173167459611,26097.39263028383,26922676.418825224,466.4065110518458,24164.45650293887,26274961.366237845,532.301944659373,559.9431107999588,100037.6440755514,488.6272197490828,548.5882790007657,100062.02008836882,699.299939448943,560.6301807992346,99562.97042358432,1480.798268737679,154.99987475092928,99874.16989201662,1245.5595226141133,397.269610151455,100310.70824696824,1240.202473823275,148.76890346388754,100882.5702225517,685.8136449425006,408.20592499230935,99535.43108520223,695.121690374121,25456.229566800615,26138125.72617161,682.6863857561654,25557.069725535282,25988813.15634949,738.4966804451786,554997079.5903884,23794.915258579214,26137402.40479346,670.5224029807911,25942.467998360687,26275780.812133368,658.6947702054474,23311.507335169325,3675712.4276352488,577.4205807800488,23420.551387188883,3172855.3237337195,853.4554306694213
89,26076.068289529983,25991990.572562035,731.475188929636,26509.882539871043,26921974.229842618,468.10364023300804,26510.91860020657,26272811.46201068,528.9172133647991,556.4618642140275,100013.60491281112,478.2299906679149,546.1695188001828,100045.09499468487,692.2594993168748,553.4101552385237,100053.62987839345,1485.5110873770734,146.29680818292346,100343.86251220803,1239.3764280306104,406.5458054528898,100889.54934036247,1241.6551192723475,151.08724017041226,99078.27665280674,688.6518317794598,400.7551183636536,100379.20366051902,701.5451312011832,26896.09111376819,26136121.940432034,687.4604057696547,27484.423058031076,25990028.960788477,739.7526360019017,554997676.618077,24878.47086989028,26137327.777902633,670.5380947132644,24922.2938337654,26274682.054242592,665.3828342475334,22673.322089811052,3677687.836979646,577.2685127900324,23200.00662248689,3172935.0475997487,858.6415786713306
90,24808.142192728854,25994551.57410402,737.9335991409905,25448.8645861696,26921981.871774316,474.4174265461518,24474.609546839267,26279783.393220607,525.0994794612752,547.9199108278975,100444.19297097187,486.40601572725035,550.8459242647532,100450.43174750479,697.4924379609505,549.7771548090699,99791.57296840154,1478.8825749414889,141.1835371259131,100022.20268982071,1244.668224806011,394.0512503776251,100884.45425565953,1234.9771572779368,146.89917250164024,100281.07699411458,684.8206678191309,403.31325855888787,99771.7037431764,688.3442918661989,25551.58227194417,26141906.843773272,681.4732346323274,23332.262928324802,25995049.220500086,743.576799529941,549989211.9754596,23850.722088248596,26143025.698892727,666.949504531179,25655.957901363952,26278620.549823184,666.4430068243262,23503.608921705018,3677890.6253920733,580.414032191578,21492.64698390498,3178501.454161782,862.2157051099219
91,26445.2079975355,25995830.198156327,744.3509275262354,27316.936580090907,26920878.1028517,464.39867566751224,25984.263825136448,26279341.04301628,522.1121938312514,553.1671661809063,99854.57733864778,492.9940957860916,548.9089041414285,100768.74026140265,704.5730959148675,542.4498712045065,99911.5342874277,1479.2831090051427,138.48384629390324,99708.02112285822,1238.1567244152927,402.05258998780766,98905.82826631822,1241.9628379085452,142.3056729780214,100531.82023718416,689.476750118141,410.10251396894876,100299.51439582632,704.3878442999301,24147.66109283224,26142514.04096652,683.0986020865963,27018.35517585619,25994565.62284349,739.759230181279,549998163.7842412,25467.40179533079,26141633.671654254,659.6068243986105,26198.801471639432,26278567.7300025,662.7227799497151,22610.165130474375,3678159.9954273454,573.0569323613411,20355.838635151533,3179295.1892817165,850.4987504410324
92,24917.568445219436,25994267.39273423,746.4650319545667,25778.84762745115,26922881.115748957,460.695482967877,25592.84928908625,26278959.425650638,522.1596338590705,546.7535499392523,100077.3377852199,489.75074938758115,536.7341713076412,100352.27913137747,698.0710252362825,542.4252150485898,100702.20375136676,1476.7144537653633,142.53439946210628,100503.48196899933,1242.1069404263321,399.77485979508424,99989.61017966455,1245.9382942254922,147.08629343474203,99523.06358795225,681.9301197476708,402.00704808824,100137.53524474635,692.5406743206396,24380.558589722918,26142787.426802017,680.4465872457805,25236.06866700387,25994925.8880485,732.0847475022523,550005105.9684635,25464.739160120385,26140722.314189658,674.3374228084238,23593.495688731065,26278133.00197079,664.7810239506376,21084.585098782416,3675388.519967094,580.8641839432881,23866.53380232394,3180408.8972611367,866.6160418548283
93,25878.77388633507,25995263.342253063,724.9751194671813,24852.968834862542,26924019.31322587,465.77257388854633,25311.984070750474,26275095.149402328,532.1355866412296,555.3190461539987,100734.1170634199,485.5230298488436,540.5626679852422,99508.79344775352,701.8023204056688,541.1568223865027,99771.75205759716,1478.7869936699392,150.31806868937008,99793.34902838613,1246.1904034740821,405.8221983599217,99857.1420326953,1243.0654234722106,155.7066113591586,99568.18339867264,687.042865321246,404.9131840921271,100465.6945541534,709.5642569815867,26942.34065237424,26141567.359843865,680.3889089714613,25538.938915863637,25993305.257171083,726.5260259504702,549985658.9986405,23955.90774431102,26141969.671370097,672.1407380960549,26191.26265013253,26279392.65103839,672.730198185195,22490.60500662335,3675543.1228979714,582.1874522470991,21848.953984963777,3178035.169891687,860.1031427587417
94,26162.880704052455,25998004.196939617,729.1199588378594,25092.646838260043,26920972.064426344,457.2678851814044,25727.073358361602,26279404.705212124,525.9502788768939,554.0492064361824,99696.6650763386,493.3688012588456,549.1933549105305,100313.54666368393,695.2849957316795,538.8598959594925,100707.0625397798,1472.1519039165667,152.78883794998063,100802.91601593279,1244.2208026442504,399.8582080459709,99899.29119538919,1240.072483008479,136.74814236774296,100175.56252336001,687.0704093044395,397.3328742735595,100692.06090895507,693.1759733570473,25483.20672624903,26142623.903399438,680.0809288249492,24890.365521424377,25998198.440928884,733.1107126412677,550000089.1535949,24891.691754148047,26141185.489599686,665.594756819159,26534.570224991745,26277370.90151442,661.9395601556974,22629.548256869322,3676657.4813905736,577.4442930960117,23800.151477662257,3178626.389094919,861.3320748559337
95,25112.916586586547,25996170.128846526,737.6493268262603,25400.84848713086,26922261.999850683,464.1224736788521,22960.756942161803,26279421.21707281,524.7200419058788,545.034111724758,100430.54127798116,485.83909235655443,549.357723526054,100400.58442199553,696.1902595781911,546.1318087580904,99817.67139002713,1476.8391007850837,144.58378149589547,100351.86385933222,1232.0609975487243,399.82252329380464,99923.6869010868,1239.2666735178016,142.10473827383697,100440.85769978043,683.3560031313679,400.9858104029811,99780.03943310116,706.8274985464066,25420.018222753635,26142585.07791845,686.0990822313133,24561.103993907167,25998076.57843325,737.3170846254303,549995839.1207076,26082.70947856727,26140738.964768767,669.7250317050431,24710.277902629146,26279644.782411125,662.6859137729202,22682.404537129467,3675097.852399826,589.0357968368004,22191.83996657975,3180805.4613401964,854.160278492616
96,26628.72151629194,25996674.72853802,740.1066827931411,25874.515395582228,26922833.424713124,463.02763449092646,25313.284091330454,26278454.295191348,514.8542074651245,546.6044629834238,99423.55592472726,480.93631361557857,548.4817590365302,100007.82580494895,688.938835907864,546.5960097756409,99406.545359838,1471.709492139006,150.89075161294662,99915.14812998117,1235.39782853331,401.7237626617455,99838.48045544431,1241.0955016442506,137.14268907640425,99104.70375168652,679.4718846262216,401.3685612466336,100230.12141079313,694.7678351506102,25237.533839487332,26141367.70610766,687.8617805875709,23975.9628524744,25996877.50747661,728.5772363137127,550015175.1028945,26550.66067876598,26142614.28878186,675.0231028555725,24729.983855307277,26277934.371231046,662.4059968110599,23942.563029834015,3677243.7423685184,578.2624701210609,22820.542241346076,3180291.5352266794,866.2754553860314
97,25954.77937427767,25996625.500926055,736.4410213503157,26088.710661419966,26922619.30404935,465.36151442593217,26199.45398742786,26277219.68835283,523.8655006950296,538.8476576407286,101101.75041963991,487.8230204528989,550.2940720203725,100675.7773606257,693.5515436118632,543.2930132382361,99728.45929312038,1476.1946552241366,143.09202373236337,99745.43049529844,1243.210968619293,401.2426162038034,100191.1821854433,1246.726854077415,153.49560871698156,99707.75165058598,678.1232999685138,401.79825413841013,99792.49106979113,704.3409278734049,26361.249901778254,26141182.526359666,675.8670881353692,24891.335542580135,25999294.12688369,732.7450108368604,550005568.9932262,23217.09344644004,26141557.294800755,666.8440336604374,24895.38448500939,26278019.941959124,661.5060559684617,22678.729469434697,3677216.8108636346,589.782979368308,21283.792966785466,3180123.6617346695,851.2346502858122
98,25475.833329012563,25996142.68401956,737.3273436332619,26459.993318489196,26922125.28656774,469.8433694812091,24628.895553401886,26277686.34916903,530.0255300875974,548.2127315942689,100037.3850748639,494.80350913532567,545.398954302394,99554.24193863464,694.0763294837833,551.533445439685,100828.43682023125,1481.1614731492646,152.16599394617847,100188.94896081436,1244.2779524437146,410.1317588674616,100231.42941787708,1239.1576713854517,148.60254676456404,100143.84076989377,680.7032677998114,402.8282579919333,99728.32025431278,705.5755638435405,23383.56855616366,26140255.472544573,683.5968061421986,26870.01559204322,25996990.965115048,731.0902733258235,549994515.9577092,25720.495772976996,26141440.33010536,666.7021465142191,25378.038040826363,26280118.114548706,661.3650034856745,21811.80365322473,3676693.150379833,575.9127926194052,22851.65334902396,3179765.6475073295,864.9635095509633
99,23971.49465010723,25994451.763125654,727.8023819092323,23367.696503091738,26923200.415867772,468.317222276715,25285.97489598973,26277568.645089373,518.5316951966201,551.1724947054516,99507.35475555492,492.07820747486664,555.4401656041471,100020.52210299205,693.2775884726075,536.558386999167,100655.31256620724,1479.2406797189897,141.6004144615891,99521.13180380671,1238.9451279047871,397.74576731038894,100381.23980488423,1232.6969453599825,145.16572697801743,99651.08903292807,684.9638880905042,387.8981903741792,99720.12709720588,699.7934172033459,26087.270106902142,26143415.642141365,680.6142507100066,25317.784602095817,25995051.786572073,731.467299377992,550018950.4358197,24978.8300736114,26141505.773355305,662.4899848645832,26503.231031358082,26278229.828240797,658.3603526864291,23867.37323976007,3677798.5107847047,582.3354340817704,21964.23719139547,3181515.7640471533,859.1842872834671
100,24818.214727598617,25999455.768743973,724.3780329333903,25208.34785992587,26921928.87776633,473.8423104343955,26130.76626778282,26281728.451516792,538.783969797299,549.5328168650899,100810.25811053951,492.35646107314,552.7123199810036,100765.349895635,695.0932478879615,549.739611466022,99852.4848478967,1479.8069899854208,145.1620091991939,100163.14790429852,1234.980479560036,401.74975714923573,99984.03085185462,1235.424240760108,147.77686528117653,100493.22728960963,694.1673061729815,396.45602215395866,100177.05987047213,702.277258951589,25088.207673983587,26145098.724247247,684.5715294246288,25990.50293619371,26001762.89553558,731.9684022521526,545018619.1255269,24760.362597759806,26146337.554695144,676.4269394796396,26627.031981817843,26282177.848883208,673.4362773174695,23718.464520558937,3676842.8093648218,573.964085857328,21132.728546583996,3187626.1122218003,852.6974884530453
